CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
STOLEN VEHICLE,05/16/2025 04:00:00 PM,25-022087,VEHICLE THEFT - AUTO,08X,470 37TH ST,Oakland,CA,POINT (-122.264 37.82502)
,06/13/2025 10:15:00 AM,25-907541,VANDALISM,01X,49 4TH ST,Oakland,CA,POINT (-122.26521 37.79394)
DOMESTIC VIOLENCE,06/01/2025 02:32:00 AM,25-023900,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,3328 E 17TH ST,Oakland,CA,POINT (-122.22214 37.78112)
BURG - COMMERCIAL,05/13/2025 01:30:00 PM,25-021118,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,08X,2370 TELEGRAPH AV,Oakland,CA,POINT (-122.2681 37.81359)
FELONY ASSAULT,04/01/2025 10:43:00 PM,25-014621,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,08X,2432 TELEGRAPH AV,Oakland,CA,POINT (-122.26834 37.81445)
DOMESTIC VIOLENCE,05/17/2025 02:30:00 AM,25-021640,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,20X,1091 CALCOT PL,Oakland,CA,POINT (-122.23782 37.7814)
DOMESTIC VIOLENCE,04/12/2025 03:25:00 AM,25-016269,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,01X,412 MADISON ST,Oakland,CA,POINT (-122.26823 37.79486)
WEAPONS,06/10/2025 03:00:00 PM,25-025299,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,05X,1100 14TH ST,Oakland,CA,POINT (-122.28517 37.80937)
STOLEN VEHICLE,06/03/2025 08:48:00 AM,25-024124,FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICER,33X,8400 BLK OF INTERNATIONAL BLVD,Oakland,CA,POINT (-122.17748 37.75434)
,06/12/2025 08:05:00 PM,25-907522,BURGLARY-AUTO,,POPLAR/21ST,Oakland,CA,POINT (-122.28749 37.81513)
FELONY ASSAULT,04/05/2025 11:12:00 PM,25-015227,EXHIBIT FIREARM,32Y,10059 MACARTHUR BLVD,Oakland,CA,POINT (-122.15555 37.74553)
THREATS,05/06/2025 05:25:00 PM,25-020091,THREAT CRIME:INT:TERRORIZE,11X,5131 TELEGRAPH AV,Oakland,CA,POINT (-122.2623 37.83753)
PETTY THEFT,05/07/2025 11:00:00 AM,25-020178,THEFT,34X,1735 96TH AV,Oakland,CA,POINT (-122.16754 37.74764)
VANDALISM,03/22/2025 08:20:00 PM,25-902536,VANDALISM,12X,4641 SHATTUCK AV,Oakland,CA,POINT (-122.26371 37.83424)
FELONY ASSAULT,06/07/2025 11:45:00 PM,25-024873,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,30X,7867 BANCROFT AV,Oakland,CA,POINT (-122.17309 37.76246)
STOLEN VEHICLE,05/24/2025 03:45:00 PM,25-022848,VEHICLE THEFT - AUTO,33X,9618 C ST,Oakland,CA,POINT (-122.17577 37.74366)
STOLEN VEHICLE,04/20/2025 10:30:00 AM,25-017560,VEHICLE THEFT - AUTO,26X,5400 COLISEUM WY,Oakland,CA,POINT (-122.21209 37.76208)
NARCOTICS,05/30/2025 04:13:00 PM,25-023690,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,99X,FOOTHILL BLVD & A ST,Oakland,CA,
,06/11/2025 02:47:00 AM,25-907516,BURGLARY-NO FORCE,16X,1021 SUNNYHILLS ROAD,Oakland,CA,POINT (-122.22916 37.80992)
MISDEMEANOR ASSAULT,04/03/2025 07:00:00 AM,25-014817,EXHIBIT FIREARM,23X,42ND AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.21598 37.77289)
FELONY ASSAULT,04/18/2025 03:21:00 AM,25-017155,EXHIBIT FIREARM,04X,134 14TH ST,Oakland,CA,POINT (-122.26346 37.80128)
RECOVERED VEHICLE - OAKLAND STOLEN,04/03/2025 08:51:00 PM,25-015142,VEHICLE THEFT - AUTO,04X,1701 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27461 37.80834)
,05/09/2025 08:20:00 AM,25-906499,GRAND THEFT,17X,524 E 21ST ST,Oakland,CA,POINT (-122.24694 37.79998)
WEAPONS,04/07/2025 07:31:00 PM,25-015525,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,99X,22573 CENTER AV,Oakland,CA,POINT (-120.85564 36.96745)
BURG - AUTO,05/20/2025 09:00:00 AM,25-022112,BURGLARY-AUTO,25X,4276 MACARTHUR BLVD,Oakland,CA,POINT (-122.19481 37.78769)
DISORDERLY CONDUCT,04/23/2025 04:56:00 PM,25-018121,DISTURB THE PEACE,22Y,5500 REDWOOD RD,Oakland,CA,POINT (-122.17005 37.79739)
FELONY ASSAULT,04/25/2025 03:43:00 PM,25-018420,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,30X,1400 80TH AV,Oakland,CA,POINT (-122.18162 37.75664)
STOLEN VEHICLE,03/20/2025 09:30:00 PM,25-012799,VEHICLE THEFT - AUTO,21X,2571 E 27TH ST,Oakland,CA,POINT (-122.22292 37.79169)
MISDEMEANOR ASSAULT,05/02/2025 12:32:00 AM,25-019492,EXHIBIT FIREARM,32Y,10016 MACARTHUR BLVD,Oakland,CA,POINT (-122.15555 37.74553)
PETTY THEFT,04/14/2025 12:00:00 AM,25-017790,THEFT,10Y,888 52ND ST,Oakland,CA,POINT (-122.27275 37.83662)
PETTY THEFT,03/31/2025 09:00:00 AM,25-014544,THEFT,27X,1638 47TH AV,Oakland,CA,POINT (-122.20944 37.77223)
MISDEMEANOR ASSAULT,05/22/2025 03:45:00 AM,25-022402,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,31Y,600 98TH AV,Oakland,CA,POINT (-122.1834 37.73603)
MISDEMEANOR ASSAULT,03/28/2025 07:30:00 AM,25-013753,BATTERY,26Y,1235 66TH AV,Oakland,CA,POINT (-122.19508 37.76096)
,05/09/2025 04:30:00 PM,25-906641,BURGLARY-AUTO,12X,4444 TELEGRAPH AVE,Oakland,CA,POINT (-122.26308 37.83288)
,04/25/2025 01:00:00 PM,25-906294,THEFT BY USE OF ACCESS CARD,13Z,2096 MOUNTAIN,Oakland,CA,POINT (-122.20912 37.82543)
MISDEMEANOR ASSAULT,03/21/2025 12:52:00 AM,25-012625,BATTERY,02Y,1451 7TH ST,Oakland,CA,POINT (-122.29505 37.80534)
STOLEN VEHICLE,04/13/2025 07:40:00 PM,25-017568,VEHICLE THEFT - AUTO,29X,5600 BANCROFT AV,Oakland,CA,POINT (-122.1958 37.77144)
ROBBERY,05/01/2025 10:05:00 AM,25-019236,ROBBERY-FIREARM,35X,8903 DOWLING ST,Oakland,CA,POINT (-122.16478 37.7549)
,03/17/2025 07:10:00 PM,25-905210,ATTEMPT VEHICLE THEFT-AUTO,17Y,2625 IVY DRIVE,Oakland,CA,POINT (-122.24025 37.80178)
BURG - AUTO,04/26/2025 07:30:00 PM,25-903719,BURGLARY-AUTO,12Y,5366 COLLEGE AV,Oakland,CA,POINT (-122.25134 37.8399)
,05/02/2025 03:20:00 PM,25-906445,MAIL/ETC THEFT/ETC,,3524 ALLENDALE AVE AVE,Oakland,CA,POINT (-122.20806 37.78884)
STOLEN VEHICLE,03/30/2025 05:00:00 PM,25-014755,VEHICLE THEFT - AUTO,33X,979 89TH AV,Oakland,CA,POINT (-122.18192 37.7472)
PETTY THEFT,05/13/2025 11:00:00 AM,25-021200,THEFT,33X,1067 82ND AV,Oakland,CA,POINT (-122.18413 37.75296)
NARCOTICS,05/21/2025 12:32:00 PM,25-022302,CARRY LOADED FIREARM WITH INTENT TO COMMIT A FELONY,34X,8422 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.17717 37.7541)
,05/13/2025 07:40:00 AM,25-906578,BURGLARY-AUTO,,1939 84TH AVE,Oakland,CA,POINT (-122.172 37.75716)
MISDEMEANOR ASSAULT,04/18/2025 10:43:00 AM,25-017216,BATTERY,34X,8200 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.1788 37.7553)
WEAPONS,04/15/2025 06:35:00 PM,25-016789,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,32X,1300 102ND AV,Oakland,CA,POINT (-122.1701 37.74032)
MISDEMEANOR ASSAULT,06/05/2025 01:00:00 PM,25-024576,BATTERY,31Z,494 105TH AV,Oakland,CA,POINT (-122.17971 37.73105)
,04/05/2025 11:15:00 AM,25-906233,VANDALISM,22Y,10000 SKYLINE BOULEVARD,Oakland,CA,POINT (-122.18049 37.81718)
VANDALISM,06/08/2025 02:57:00 AM,25-024903,VANDALISM-$400+,26Y,1024 76TH AV,Oakland,CA,POINT (-122.19046 37.75448)
FORCIBLE RAPE,06/13/2025 08:11:00 PM,25-025773,RAPE OF DRUGGED VICTIM,99X,UNKNOWN,Oakland,CA,
GRAND THEFT,04/03/2025 06:00:00 PM,25-905663,GRAND THEFT,03Y,529 8TH ST,Oakland,CA,POINT (-122.27563 37.80092)
BURG - COMMERCIAL,04/09/2025 04:37:00 AM,25-015743,BURGLARY-FORCIBLE ENTRY,23X,4200 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.21594 37.77287)
BURG - AUTO,04/13/2025 11:25:00 AM,25-903389,BURGLARY-AUTO,16X,3250 LAKESHORE AV,Oakland,CA,POINT (-122.24459 37.80991)
MISDEMEANOR ASSAULT,04/13/2025 12:00:00 PM,25-016424,BATTERY,12X,526 40TH ST,Oakland,CA,POINT (-122.26541 37.82931)
STOLEN VEHICLE,03/28/2025 06:00:00 PM,25-013940,VEHICLE THEFT - AUTO,09X,731 OAKLAND AV,Oakland,CA,POINT (-122.24889 37.82112)
DOMESTIC VIOLENCE,06/02/2025 10:00:00 AM,25-024079,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,23X,3230 SAN LEANDRO ST,Oakland,CA,POINT (-122.2263 37.77497)
BURG - AUTO,03/25/2025 04:30:00 PM,25-013357,BURGLARY-AUTO,14Y,3232 GRAND AV,Oakland,CA,POINT (-122.24753 37.81208)
,04/03/2025 05:13:00 AM,25-905757,VANDALISM,,3511 EAST 12TH ST,Oakland,CA,POINT (-122.22246 37.77512)
BURG - RESIDENTIAL,05/06/2025 03:00:00 AM,25-020162,BURGLARY-NO FORCE,27Y,2334 62ND AV,Oakland,CA,POINT (-122.19084 37.76845)
NARCOTICS,05/17/2025 03:42:00 PM,25-021706,PROB VIOL: REAREST/REVOKE,26Y,900 75TH AV,Oakland,CA,POINT (-122.19311 37.75365)
MISDEMEANOR ASSAULT,04/25/2025 05:08:00 PM,25-018440,ABANDON DOG OR CAT,05X,1240 18TH ST,Oakland,CA,POINT (-122.28675 37.81291)
STOLEN VEHICLE,03/26/2025 01:00:00 AM,25-013437,VEHICLE THEFT - AUTO,15X,635 HILLGIRT CIR,Oakland,CA,POINT (-122.24441 37.80802)
WEAPONS,04/13/2025 03:51:00 PM,25-016473,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,33X,8300 A ST,Oakland,CA,POINT (-122.17998 37.75387)
,05/11/2025 06:00:00 PM,25-905126,THEFT,,62ND ST,Oakland,CA,
DISORDERLY CONDUCT,04/13/2025 06:00:00 PM,25-018573,DISTURB THE PEACE,23X,3511 E 12TH ST,Oakland,CA,POINT (-122.22246 37.77512)
FELONY ASSAULT,06/11/2025 06:07:00 AM,25-025364,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32X,1400 105TH AV,Oakland,CA,POINT (-122.16659 37.73936)
,05/25/2025 08:39:00 PM,25-906817,THEFT,07X,1240 30TH ST,Oakland,CA,POINT (-122.28363 37.82247)
STOLEN VEHICLE,04/18/2025 07:00:00 AM,25-017270,VEHICLE THEFT - AUTO,31Z,509 EL PASEO DR,Oakland,CA,POINT (-122.17755 37.7289)
STOLEN VEHICLE,04/18/2025 03:00:00 PM,25-017630,VEHICLE THEFT - AUTO,31Z,521 BERGEDO DR,Oakland,CA,POINT (-122.17519 37.72897)
DOMESTIC VIOLENCE,03/20/2025 08:33:00 PM,25-012602,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,02Y,928 CAMPBELL VILLAGE CT,Oakland,CA,POINT (-122.29865 37.80942)
FELONY ASSAULT,03/23/2025 08:21:00 PM,25-013036,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,06X,31ST ST & WEST ST,Oakland,CA,POINT (-122.27331 37.82099)
NARCOTICS,04/24/2025 08:51:00 AM,25-018203,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,26X,4500 E 12TH ST,Oakland,CA,POINT (-122.21398 37.77044)
PETTY THEFT,03/27/2025 12:00:00 AM,25-013638,THEFT,04X,1434 JACKSON ST,Oakland,CA,POINT (-122.26484 37.80261)
NARCOTICS,03/19/2025 06:40:00 PM,25-012456,POSSESS CONTROLLED SUBSTANCE FOR SALE,32X,10200 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.16829 37.7414)
,05/30/2025 07:05:00 AM,25-907391,GRAND THEFT,03Y,696 6TH ST,Oakland,CA,POINT (-122.28037 37.80105)
DOMESTIC VIOLENCE,06/02/2025 07:00:00 AM,25-024055,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,2031 82ND AV,Oakland,CA,POINT (-122.17158 37.7595)
CURFEW & LOITERING,05/26/2025 06:00:00 PM,25-023033,TRESPASS:POSTED LAND:REFUSE TO LEAVE,08X,3770 TELEGRAPH AV,Oakland,CA,POINT (-122.26471 37.82662)
FORCIBLE RAPE,05/08/2025 08:35:00 AM,25-020276,RAPE:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT,77X,589 OAK ST,Oakland,CA,POINT (-122.26627 37.79561)
NARCOTICS,05/17/2025 03:42:00 PM,25-021706,TRANSPORT/SELL CONTROLLED SUBSTANCE,26Y,900 75TH AV,Oakland,CA,POINT (-122.19311 37.75365)
GRAND THEFT,05/28/2025 07:00:00 PM,25-906550,GRAND THEFT,07X,2205 MAGNOLIA ST,Oakland,CA,POINT (-122.28481 37.81652)
WEAPONS,06/10/2025 03:00:00 PM,25-025299,CARRY LOADED FIREARM:UNLAWFUL/PROHIBATED POSSESSION,05X,1100 14TH ST,Oakland,CA,POINT (-122.28517 37.80937)
CURFEW & LOITERING,04/09/2025 12:57:00 PM,25-015814,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,10Y,985 45TH ST,Oakland,CA,POINT (-122.2753 37.83484)
MISDEMEANOR ASSAULT,06/04/2025 05:42:00 AM,25-024371,BATTERY,77X,1900 LAKESIDE DR,Oakland,CA,
FELONY ASSAULT,04/18/2025 03:21:00 AM,25-017155,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,04X,134 14TH ST,Oakland,CA,POINT (-122.26346 37.80128)
,06/13/2025 07:06:00 PM,25-025764,FIGHT/CHALLENGE IN PUBLIC PLACE,05X,889 W GRAND AVE,Oakland,CA,POINT (-122.27855 37.81405)
,04/19/2025 03:00:00 AM,25-906140,ATTEMPT VEHICLE THEFT-AUTO,18Y,2207 E 21ST ST,Oakland,CA,POINT (-122.23296 37.78947)
VANDALISM,04/02/2025 04:30:00 PM,25-015008,TRESPASS:OCCUPY PROPERTY W/O CONSENT,23X,4029 E 16TH ST,Oakland,CA,POINT (-122.21623 37.77475)
PETTY THEFT,04/30/2025 01:00:00 AM,25-905638,THEFT,77X,RAILROAD TRACKS AMTRACK,Oakland,CA,
VANDALISM,03/26/2025 09:56:00 AM,25-013422,VANDALISM:DAMAGE PROPERTY,06X,2617 MARTIN LUTHER KING JR WAY,Oakland,CA,POINT (-122.2717 37.81671)
BURG - RESIDENTIAL,04/03/2025 09:20:00 PM,25-014917,BURGLARY-NO FORCE,08X,518 28TH ST,Oakland,CA,POINT (-122.26839 37.8175)
DOMESTIC VIOLENCE,04/20/2025 02:00:00 AM,25-017452,INFLICT CRPL INJ SP/COHAB,14X,383 MACARTHUR BLVD,Oakland,CA,POINT (-122.25071 37.81183)
PETTY THEFT,05/22/2025 08:00:00 AM,25-022642,THEFT,17X,2040 12TH AV,Oakland,CA,POINT (-122.24182 37.79502)
STOLEN VEHICLE,05/02/2025 10:00:00 AM,25-019431,VEHICLE THEFT - AUTO,01X,300 WEBSTER ST,Oakland,CA,POINT (-122.27336 37.79606)
STOLEN VEHICLE,05/26/2025 08:00:00 PM,25-023104,VEHICLE THEFT - AUTO,26X,4300 OAKPORT ST,Oakland,CA,POINT (-122.2204 37.76775)
FELONY ASSAULT,03/30/2025 03:36:00 AM,25-014043,SC ADW - FIREARM,17Y,1411 E 31ST ST,Oakland,CA,POINT (-122.23131 37.79801)
DOMESTIC VIOLENCE,04/23/2025 01:34:00 AM,25-018020,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,03X,900 OAK ST,Oakland,CA,POINT (-122.26496 37.79774)
BURG - AUTO,03/26/2025 06:05:00 PM,25-902941,BURGLARY-AUTO,01X,180 2ND ST,Oakland,CA,POINT (-122.26981 37.79347)
,03/27/2025 11:31:00 AM,25-905575,GRAND THEFT,24Y,3315 HIGH ST,Oakland,CA,POINT (-122.19768 37.78602)
,05/30/2025 04:00:00 PM,25-906903,THEFT,08X,2350 VALLEY ST,Oakland,CA,POINT (-122.26769 37.81222)
,05/18/2025 01:30:00 AM,25-906831,VANDALISM,01X,401 FRANKLIN ST,Oakland,CA,POINT (-122.27419 37.79708)
PETTY THEFT,04/22/2025 12:00:00 AM,25-017975,THEFT,03Y,455 7TH ST,Oakland,CA,POINT (-122.27482 37.79975)
STOLEN VEHICLE,05/17/2025 09:51:00 PM,25-021910,VEHICLE THEFT - AUTO,77X,260 BROOKLYN BASIN WY,Oakland,CA,POINT (-122.25812 37.78857)
ROBBERY,04/12/2025 06:10:00 AM,25-016278,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",08X,445 30TH ST,Oakland,CA,POINT (-122.26587 37.81896)
DOMESTIC VIOLENCE,05/11/2025 07:30:00 AM,25-020775,INFLICT CRPL INJ SP/COHAB,28X,5383 WALNUT ST,Oakland,CA,POINT (-122.19421 37.77504)
MISDEMEANOR ASSAULT,05/11/2025 02:52:00 AM,25-020801,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,07X,30TH ST & CHESTNUT ST,Oakland,CA,POINT (-122.28052 37.82177)
PETTY THEFT,04/10/2025 10:30:00 AM,25-016018,THEFT,13X,5276 BROADWAY,Oakland,CA,POINT (-122.25077 37.83708)
DOMESTIC VIOLENCE,05/17/2025 08:00:00 PM,25-021738,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,30Y,2825 82ND AV,Oakland,CA,POINT (-122.16433 37.76297)
STOLEN VEHICLE,03/21/2025 05:30:00 AM,25-012873,VEHICLE THEFT - AUTO,30Y,7600 GREENLY DR,Oakland,CA,POINT (-122.16277 37.77209)
OTHER,06/06/2025 10:33:00 AM,25-024691,UNFAIR TRADE PRACTICE,06X,3210 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27043 37.82176)
DISORDERLY CONDUCT,04/03/2025 11:21:00 PM,25-014929,DISTURB THE PEACE,21Y,BONA ST & FRUITVALE AV,Oakland,CA,POINT (-122.21932 37.79239)
NARCOTICS,04/09/2025 07:30:00 PM,25-015867,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,32Y,103RD AV & LONGFELLOW AV,Oakland,CA,POINT (-122.15673 37.74401)
FELONY ASSAULT,05/19/2025 11:05:00 PM,25-022062,ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER,35X,8920 HILLSIDE ST,Oakland,CA,POINT (-122.16328 37.7553)
OTHER,04/10/2025 02:00:00 PM,25-015773,ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH MISDEMEANOR,17Y,1411 E 31ST ST,Oakland,CA,POINT (-122.23131 37.79801)
DOMESTIC VIOLENCE,04/09/2025 01:00:00 PM,25-015838,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,02Y,334 CHESTER ST,Oakland,CA,POINT (-122.29673 37.80356)
BURG - COMMERCIAL,04/24/2025 06:03:00 AM,25-018192,ATTEMPTED BURGLARY,02X,601 MARKET ST,Oakland,CA,POINT (-122.2831 37.80229)
,05/28/2025 04:00:00 PM,25-907060,BURGLARY-AUTO,04X,2025 BROADWAY,Oakland,CA,POINT (-122.26829 37.80981)
DUI,06/07/2025 12:08:00 AM,25-024758,DRIV:SUSP/ETC LIC:DUI:VIO,22Y,3600 MAPLE AV,Oakland,CA,POINT (-122.20483 37.79749)
BURG - AUTO,04/16/2025 09:00:00 PM,25-903523,BURGLARY-AUTO,12Y,5356 COLLEGE AV,Oakland,CA,POINT (-122.25132 37.83937)
PETTY THEFT,03/31/2025 04:30:00 AM,25-903028,THEFT,05Y,1413 WOOD ST,Oakland,CA,POINT (-122.29756 37.81363)
NARCOTICS,03/27/2025 06:45:00 PM,25-013713,POSSESS NARCOTIC CONTROLLED SUBSTANCE,32Y,106TH AV & MACARTHUR BLVD,Oakland,CA,POINT (-122.15249 37.74297)
WEAPONS,03/26/2025 05:57:00 PM,25-013523,RECEIVE/ETC KNOWN STOLEN PROPERTY,08X,3400 TELEGRAPH AV,Oakland,CA,POINT (-122.26618 37.82273)
RECOVERED O/S STOLEN,04/05/2025 08:11:00 AM,25-015123,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,31Y,522 DOUGLAS AV,Oakland,CA,POINT (-122.18176 37.73256)
BURG - RESIDENTIAL,03/22/2025 12:18:00 AM,25-012785,BURGLARY-NO FORCE,26Y,1229 65TH AV,Oakland,CA,POINT (-122.19654 37.76147)
,06/10/2025 08:51:00 AM,25-025237,SC UNEXPLAINED DEATH,17X,1833 10TH AVE,Oakland,CA,POINT (-122.24543 37.79511)
DOMESTIC VIOLENCE,04/10/2025 10:00:00 AM,25-015964,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,10920 MACARTHUR BLVD,Oakland,CA,POINT (-122.14895 37.74098)
STOLEN VEHICLE,05/06/2025 08:00:00 AM,25-020024,VEHICLE THEFT - AUTO,32X,1339 102ND AV,Oakland,CA,POINT (-122.16906 37.74082)
PROSTITUTION,05/15/2025 11:00:00 PM,25-021475,DISORDERLY CONDUCT:PROSTITUTION,19X,1500 15TH AV,Oakland,CA,POINT (-122.24405 37.79022)
MISDEMEANOR ASSAULT,04/18/2025 02:00:00 PM,25-017237,MFG/SALE/POSSESS/ETC METAL KNUCKLES,31Y,10147 EDES AV,Oakland,CA,POINT (-122.18025 37.73496)
STOLEN VEHICLE,05/15/2025 11:00:00 PM,25-021538,VEHICLE THEFT - AUTO,09X,3510 BROADWAY,Oakland,CA,POINT (-122.25968 37.82277)
NARCOTICS,04/24/2025 11:30:00 AM,25-018228,POSSESS CONTROLLED SUBSTANCES WITHOUT A PRESCRIPTION,32X,10329 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.16737 37.74016)
,04/17/2025 04:45:00 PM,25-906082,THEFT,31Y,460 HEGENBERGER LOOP,Oakland,CA,POINT (-122.19528 37.73602)
,05/30/2025 01:00:00 PM,25-906841,BURGLARY-AUTO,,2 WEBSTER ST,Oakland,CA,POINT (-122.27486 37.79349)
OTHER,05/15/2025 02:00:00 PM,25-021420,RECEIVE/DELIVER/ETC ADULTERATED FOOD:COMMERCE,32Y,10831 MACARTHUR BLVD,Oakland,CA,POINT (-122.15009 37.74152)
STOLEN VEHICLE,05/23/2025 10:48:00 AM,25-022576,VIOLATION OF PROBATION-FELONY,23X,3900 E 12TH ST,Oakland,CA,POINT (-122.21976 37.77313)
STOLEN VEHICLE,03/17/2025 09:00:00 PM,25-012448,VEHICLE THEFT - AUTO,17X,502 FOOTHILL BLVD,Oakland,CA,POINT (-122.25189 37.79697)
MISDEMEANOR ASSAULT,04/10/2025 09:45:00 AM,25-015946,CRUELTY TO ELDER/DEPENDENT ADULT WITH LIKELY GBI OR DEATH,03X,223 8TH ST,Oakland,CA,POINT (-122.26833 37.79806)
ROBBERY,05/19/2025 04:33:00 AM,25-021925,BURGLARY-FORCIBLE ENTRY,32Y,10600 MACARTHUR BLVD,Oakland,CA,POINT (-122.15225 37.74274)
STOLEN VEHICLE,05/13/2025 10:30:00 PM,25-021303,VEHICLE THEFT - AUTO,12X,550 41ST ST,Oakland,CA,POINT (-122.26565 37.83062)
STOLEN VEHICLE,03/25/2025 10:00:00 AM,25-013499,VEHICLE THEFT - AUTO,21X,2615 26TH AV,Oakland,CA,POINT (-122.22355 37.79094)
MISDEMEANOR ASSAULT,05/20/2025 10:00:00 AM,25-022129,BATTERY,24Y,2882 38TH AV,Oakland,CA,POINT (-122.20416 37.78709)
,05/08/2025 03:56:00 AM,25-906359,VANDALISM,,ARTHUR ST,Oakland,CA,
,05/17/2025 03:00:00 AM,25-905565,ATTEMPT VEHICLE THEFT-AUTO,22Y,167 SAMARIA LANE,Oakland,CA,POINT (-122.17709 37.7975)
OTHER,03/18/2025 11:30:00 AM,24-014161,VIOLATION CUSTODY DECREE,30X,1675 80TH AV,Oakland,CA,POINT (-122.17705 37.75882)
MISDEMEANOR ASSAULT,04/23/2025 04:03:00 PM,25-018119,VANDALISM,23X,36TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22199 37.77577)
BURG - AUTO,04/08/2025 11:15:00 AM,25-905796,BURGLARY-AUTO,04X,19TH ST & FRANKLIN ST,Oakland,CA,POINT (-122.26779 37.80729)
BURG - RESIDENTIAL,05/21/2025 10:00:00 AM,25-022625,BURGLARY-FORCIBLE ENTRY,19X,836 6TH AV,Oakland,CA,POINT (-122.25609 37.79281)
DOMESTIC VIOLENCE,05/25/2025 11:20:00 AM,25-022857,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,27X,4609 BOND ST,Oakland,CA,POINT (-122.20975 37.77275)
MISDEMEANOR ASSAULT,05/26/2025 11:04:00 AM,25-022974,ASSAULT AND BATTERY,22X,2411 MACARTHUR BLVD,Oakland,CA,POINT (-122.21405 37.79964)
VANDALISM,03/20/2025 08:00:00 PM,25-902488,VANDALISM,12X,463 44TH ST,Oakland,CA,POINT (-122.26168 37.83243)
,05/04/2025 08:00:00 PM,25-906409,BURGLARY-AUTO,14X,699 BELLEVUE AVE,Oakland,CA,POINT (-122.25942 37.80967)
FELONY ASSAULT,03/28/2025 08:45:00 PM,25-013865,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26X,4515 E 12TH ST,Oakland,CA,POINT (-122.21381 37.77029)
,05/09/2025 10:20:00 PM,25-905842,BURGLARY-NO FORCE,12Y,5540 LAWTON AVE,Oakland,CA,POINT (-122.25036 37.84299)
,05/01/2025 03:00:00 AM,25-904645,BURGLARY-AUTO,14X,407 VERNON ST,Oakland,CA,POINT (-122.254 37.81676)
BURG - AUTO,05/21/2025 10:00:00 PM,25-022377,BURGLARY-AUTO,04X,500 17TH ST,Oakland,CA,POINT (-122.27044 37.80684)
STOLEN VEHICLE,05/15/2025 09:35:00 AM,25-021372,VEHICLE THEFT - AUTO,09X,567 OAKLAND AV,Oakland,CA,POINT (-122.25175 37.82029)
BURG - RESIDENTIAL,04/07/2025 10:52:00 PM,25-015619,BURGLARY-NO FORCE,13Z,6833 ARMOUR DR,Oakland,CA,POINT (-122.20351 37.83713)
BURG - AUTO,04/30/2025 07:09:00 PM,25-019176,BURGLARY-AUTO,09X,4100 BROADWAY,Oakland,CA,POINT (-122.25565 37.82852)
DOMESTIC VIOLENCE,05/12/2025 09:27:00 PM,25-020878,INFLICT CRPL INJ SP/COHAB,35X,9640 BANCROFT AV,Oakland,CA,POINT (-122.16227 37.74922)
